-------------------------
Circuit delay: 2844.5946ps
NAND-R140_U328: 672.8894 ps
AND-R140_U6: 369.6177 ps
NAND-R140_U293: 364.8656 ps
NAND-R140_U82: 364.8656 ps
AND-R140_U125: 659.2421 ps
NAND-R140_U329: 672.8894 ps
NAND-R140_U333: 655.4159 ps
NAND-R140_U335: 669.0633 ps
AND-R140_U5: 369.6177 ps
NAND-R140_U291: 364.8656 ps
AND-R140_U117: 608.3395 ps
NAND-R140_U292: 364.8656 ps
AND-R140_U127: 655.4159 ps
NAND-R140_U336: 669.0633 ps
NAND-R140_U340: 606.9925 ps
NAND-R140_U342: 621.8758 ps
NAND-R140_U128: 465.0572 ps
NOT-R140_U202: 364.8656 ps
NAND-R140_U307: 465.0572 ps
AND-R140_U129: 606.9925 ps
NAND-R140_U343: 621.8758 ps
NAND-R140_U347: 541.8347 ps
NAND-R140_U349: 555.4781 ps
AND-R140_U115: 346.9715 ps
NAND-R140_U290: 339.6236 ps
AND-R140_U116: 339.6236 ps
AND-R140_U131: 541.8347 ps
NAND-R140_U350: 555.4781 ps
NAND-R140_U354: 561.5119 ps
NAND-R140_U356: 575.1553 ps
AND-R140_U4: 346.9715 ps
NAND-R140_U288: 339.6236 ps
NAND-R140_U35: 339.6236 ps
AND-R140_U133: 561.5119 ps
NAND-R140_U357: 575.1553 ps
NAND-R140_U361: 568.3573 ps
NAND-R140_U363: 582.8735 ps
NAND-R140_U134: 427.3332 ps
NOT-R140_U196: 339.6236 ps
NAND-R140_U315: 427.3332 ps
AND-R140_U135: 568.3573 ps
NAND-R140_U364: 582.8735 ps
NAND-R140_U375: 1256.3576 ps
NAND-R140_U378: 1230.606 ps
NAND-R140_U376: 1256.3576 ps
AND-R140_U9: 1230.606 ps
NAND-R140_U379: 1242.6586 ps
NAND-R140_U382: 1368.5296 ps
NAND-R140_U384: 1382.237 ps
AND-R140_U122: 1230.606 ps
AND-R140_U123: 1287.9053 ps
AND-R140_U141: 1242.6586 ps
AND-R140_U142: 1368.5296 ps
NAND-R140_U385: 1382.237 ps
NAND-R140_U368: 518.9192 ps
NAND-R140_U370: 532.5554 ps
AND-R140_U113: 328.93 ps
NAND-R140_U287: 322.5179 ps
AND-R140_U114: 322.5179 ps
AND-R140_U137: 518.9192 ps
NAND-R140_U371: 532.5554 ps
NAND-R140_U396: 1214.4363 ps
NAND-R140_U398: 1228.3015 ps
NAND-R140_U279: 454.5627 ps
NAND-R140_U143: 455.7619 ps
AND-R140_U145: 1214.4363 ps
NAND-R140_U399: 1228.3015 ps
NAND-R140_U403: 1052.5684 ps
NAND-R140_U405: 1066.4336 ps
NAND-R140_U275: 406.6346 ps
NAND-R140_U146: 406.6346 ps
AND-R140_U147: 1052.5684 ps
NAND-R140_U406: 1066.4336 ps
NAND-R140_U410: 1063.9223 ps
NAND-R140_U412: 1077.7875 ps
NAND-R140_U271: 284.4595 ps
NAND-R140_U148: 284.4595 ps
AND-R140_U149: 1063.9223 ps
NAND-R140_U413: 1077.7875 ps
NAND-R140_U417: 1079.4596 ps
NAND-R140_U419: 1093.3247 ps
NAND-R140_U267: 284.4595 ps
NAND-R140_U150: 284.4595 ps
AND-R140_U151: 1079.4596 ps
NAND-R140_U420: 1093.3247 ps
NAND-R140_U424: 1100.8103 ps
NAND-R140_U426: 1114.6755 ps
NAND-R140_U263: 284.4595 ps
NAND-R140_U152: 284.4595 ps
AND-R140_U153: 1100.8103 ps
NAND-R140_U427: 1114.6755 ps
NAND-R140_U431: 1099.4516 ps
NAND-R140_U433: 1113.3168 ps
NAND-R140_U259: 284.4595 ps
NAND-R140_U154: 284.4595 ps
AND-R140_U155: 1099.4516 ps
NAND-R140_U434: 1113.3168 ps
NAND-R140_U438: 1010.5503 ps
NAND-R140_U440: 1024.4155 ps
NAND-R140_U255: 284.4595 ps
NAND-R140_U156: 284.4595 ps
AND-R140_U157: 1010.5503 ps
NAND-R140_U441: 1024.4155 ps
NAND-R140_U445: 1012.5566 ps
NAND-R140_U447: 1026.4217 ps
NAND-R140_U251: 284.4595 ps
NAND-R140_U158: 284.4595 ps
AND-R140_U159: 1012.5566 ps
NAND-R140_U448: 1026.4217 ps
NAND-R140_U452: 1010.6591 ps
NAND-R140_U454: 1024.5243 ps
NAND-R140_U247: 284.4595 ps
NAND-R140_U160: 284.4595 ps
AND-R140_U161: 1010.6591 ps
NAND-R140_U455: 1024.5243 ps
NAND-R140_U459: 969.6943 ps
NAND-R140_U461: 983.5594 ps
NAND-R140_U243: 284.4595 ps
NAND-R140_U162: 284.4595 ps
AND-R140_U163: 969.6943 ps
NAND-R140_U462: 983.5594 ps
NAND-R140_U389: 520.5896 ps
NAND-R140_U391: 518.3481 ps
NAND-R140_U138: 465.2651 ps
NOT-R140_U191: 322.5179 ps
NAND-R140_U190: 465.2651 ps
NAND-R140_U393: 453.2341 ps
NAND-R140_U392: 518.3481 ps
NAND-R140_U471: 907.0803 ps
NAND-R140_U473: 920.9454 ps
NAND-R140_U239: 284.4595 ps
NAND-R140_U164: 284.4595 ps
AND-R140_U166: 907.0803 ps
NAND-R140_U474: 920.9454 ps
NAND-R140_U478: 995.0565 ps
NAND-R140_U480: 1008.9217 ps
NAND-R140_U235: 284.4595 ps
NAND-R140_U167: 284.4595 ps
AND-R140_U168: 995.0565 ps
NAND-R140_U481: 1008.9217 ps
NAND-R140_U485: 893.9266 ps
NAND-R140_U487: 907.7917 ps
NAND-R140_U231: 284.4595 ps
NAND-R140_U169: 284.4595 ps
AND-R140_U170: 893.9266 ps
NAND-R140_U488: 907.7917 ps
NAND-R140_U492: 761.7216 ps
NAND-R140_U494: 775.5868 ps
NAND-R140_U227: 284.4595 ps
NAND-R140_U171: 284.4595 ps
AND-R140_U172: 761.7216 ps
NAND-R140_U495: 775.5868 ps
NAND-R140_U499: 781.7962 ps
NAND-R140_U501: 795.6668 ps
NAND-R140_U223: 284.4595 ps
NAND-R140_U173: 284.4595 ps
AND-R140_U174: 781.7962 ps
NAND-R140_U502: 795.6668 ps
NAND-R140_U506: 792.5521 ps
NAND-R140_U508: 806.1995 ps
AND-R140_U120: 425.7547 ps
NAND-R140_U303: 418.1556 ps
AND-R140_U121: 418.1556 ps
AND-R140_U176: 792.5521 ps
NAND-R140_U509: 806.1995 ps
NAND-R140_U513: 793.3565 ps
NAND-R140_U515: 807.0038 ps
AND-R140_U8: 425.7547 ps
NAND-R140_U300: 418.1556 ps
NAND-R140_U80: 418.1556 ps
AND-R140_U178: 793.3565 ps
NAND-R140_U516: 807.0038 ps
NAND-R140_U520: 766.3286 ps
NAND-R140_U522: 779.976 ps
AND-R140_U7: 425.7547 ps
NAND-R140_U297: 418.1556 ps
NAND-R140_U81: 418.1556 ps
AND-R140_U180: 766.3286 ps
NAND-R140_U523: 779.976 ps
NAND-R140_U527: 657.8418 ps
NAND-R140_U529: 672.7252 ps
NAND-R140_U181: 519.8329 ps
NOT-R140_U211: 418.1556 ps
NAND-R140_U210: 519.8329 ps
AND-R140_U182: 657.8418 ps
NAND-R140_U530: 672.7252 ps
NAND-R140_U534: 646.0015 ps
NAND-R140_U536: 659.6488 ps
AND-R140_U118: 369.6177 ps
NAND-R140_U295: 364.8656 ps
AND-R140_U119: 364.8656 ps
AND-R140_U184: 646.0015 ps
NAND-R140_U537: 659.6488 ps
NAND-R140_U466: 557.526 ps
NAND-R140_U468: 582.5475 ps
NAND-R140_U144: 284.4595 ps
NAND-R140_U304: 465.2651 ps
NAND-R140_U10: 557.526 ps
NAND-R140_U467: 557.526 ps
NAND-R140_U541: 547.6304 ps
NOT-R140_U186: 573.0418 ps
NOT-R140_U187: 557.526 ps
NAND-R140_U83: 547.6304 ps
NAND-P2_U4241: 1285.57 ps
NAND-P2_U4663: 1301.0676 ps
NAND-P2_U5082: 1320.5729 ps
NAND-P2_U5254: 695.0101 ps
NAND-P2_U5318: 707.0718 ps
NOT-P2_U5541: 1052.3079 ps
NAND-P2_U5910: 1066.443 ps
NOT-P2_R693_U39: 896.168 ps
NAND-P2_R693_U132: 821.7126 ps
NOT-P2_R1095_U46: 537.4974 ps
NAND-P2_R1095_U224: 569.861 ps
NAND-P2_R1095_U362: 1163.2065 ps
NOT-P2_R1200_U46: 522.9032 ps
NAND-P2_R1200_U224: 555.2668 ps
NAND-P2_R1200_U362: 1116.0673 ps
NOT-P2_R1179_U46: 609.8432 ps
NAND-P2_R1179_U224: 642.2068 ps
NAND-P2_R1179_U362: 1215.1979 ps
NOT-P2_R1110_U39: 1158.6196 ps
NAND-P2_R1110_U171: 598.4703 ps
OR-P2_R1110_U207: 1189.7301 ps
OR-P2_R1110_U236: 600.0993 ps
OR-P2_R1110_U346: 1179.8933 ps
NAND-P2_R1110_U372: 1171.9544 ps
NOT-P2_R1077_U39: 1158.6196 ps
NAND-P2_R1077_U171: 598.4703 ps
OR-P2_R1077_U207: 1189.7301 ps
OR-P2_R1077_U236: 600.0993 ps
OR-P2_R1077_U346: 1179.8933 ps
NAND-P2_R1077_U372: 1171.9544 ps
NOT-P2_R1143_U39: 1084.6079 ps
NAND-P2_R1143_U171: 604.402 ps
OR-P2_R1143_U207: 1115.7184 ps
OR-P2_R1143_U236: 606.031 ps
OR-P2_R1143_U346: 1105.9001 ps
NAND-P2_R1143_U372: 1097.9427 ps
NOT-P2_R1158_U150: 823.6444 ps
NAND-P2_R1158_U396: 833.6086 ps
NOT-P2_R1131_U46: 522.9032 ps
NAND-P2_R1131_U224: 555.2668 ps
NAND-P2_R1131_U362: 1116.0673 ps
NOT-P2_R1161_U39: 1084.6079 ps
NAND-P2_R1161_U171: 604.402 ps
OR-P2_R1161_U207: 1115.7184 ps
OR-P2_R1161_U236: 606.031 ps
OR-P2_R1161_U346: 1105.9001 ps
NAND-P2_R1161_U372: 1097.9427 ps
NAND-P2_U4223: 1288.9017 ps
NAND-P2_U4659: 1304.7295 ps
NAND-P2_U5172: 1324.1432 ps
NAND-P2_U5256: 708.1499 ps
NAND-P2_U5321: 717.1425 ps
NOT-P2_U5534: 1055.7067 ps
NAND-P2_U5907: 1069.7517 ps
NOT-P2_R693_U41: 899.5632 ps
NAND-P2_R693_U134: 833.8704 ps
NOT-P2_R1095_U33: 554.6066 ps
NAND-P2_R1095_U220: 571.4207 ps
NAND-P2_R1095_U366: 1145.9353 ps
NAND-P2_R1095_U368: 1149.004 ps
NOT-P2_R1200_U33: 540.0124 ps
NAND-P2_R1200_U220: 556.8265 ps
NAND-P2_R1200_U366: 1098.7926 ps
NAND-P2_R1200_U368: 1101.8613 ps
NOT-P2_R1179_U33: 626.9525 ps
NAND-P2_R1179_U220: 643.7665 ps
NAND-P2_R1179_U366: 1197.9156 ps
NAND-P2_R1179_U368: 1200.9866 ps
NOT-P2_R1110_U36: 1162.2122 ps
NAND-P2_R1110_U65: 578.5796 ps
OR-P2_R1110_U204: 650.9585 ps
NAND-P2_R1110_U377: 1175.4683 ps
NOT-P2_R1077_U36: 1162.2122 ps
NAND-P2_R1077_U65: 578.5796 ps
OR-P2_R1077_U204: 650.9585 ps
NAND-P2_R1077_U377: 1175.4683 ps
NOT-P2_R1143_U36: 1088.1921 ps
NAND-P2_R1143_U65: 584.5113 ps
OR-P2_R1143_U204: 656.8901 ps
NAND-P2_R1143_U377: 1101.4482 ps
NOT-P2_R1158_U160: 717.7765 ps
NAND-P2_R1158_U428: 728.1075 ps
NOT-P2_R1131_U33: 540.0124 ps
NAND-P2_R1131_U220: 556.8265 ps
NAND-P2_R1131_U366: 1098.7926 ps
NAND-P2_R1131_U368: 1101.8613 ps
NOT-P2_R1161_U36: 1088.1921 ps
NAND-P2_R1161_U65: 584.5113 ps
OR-P2_R1161_U204: 656.8901 ps
NAND-P2_R1161_U377: 1101.4482 ps
NAND-P2_U4205: 1322.9723 ps
NAND-P2_U4655: 1338.7485 ps
NAND-P2_U5244: 1358.1621 ps
NAND-P2_U5258: 775.2543 ps
NAND-P2_U5324: 784.2469 ps
NOT-P2_U5527: 1075.2881 ps
NAND-P2_U5880: 1089.3331 ps
NOT-P2_R693_U40: 951.7637 ps
NAND-P2_R693_U133: 867.8893 ps
NOT-P2_R1095_U32: 544.7311 ps
NAND-P2_R1095_U198: 576.563 ps
NAND-P2_R1095_U371: 1184.1876 ps
NOT-P2_R1200_U32: 530.1369 ps
NAND-P2_R1200_U198: 561.9688 ps
NAND-P2_R1200_U371: 1165.4792 ps
NOT-P2_R1179_U32: 617.0769 ps
NAND-P2_R1179_U198: 648.9088 ps
NAND-P2_R1179_U371: 1252.4348 ps
NOT-P2_R1110_U23: 603.4214 ps
OR-P2_R1110_U196: 649.2229 ps
NAND-P2_R1110_U201: 560.139 ps
NAND-P2_R1110_U212: 1198.1987 ps
NAND-P2_R1110_U382: 1176.4174 ps
NOT-P2_R1077_U23: 603.4214 ps
OR-P2_R1077_U196: 649.2229 ps
NAND-P2_R1077_U201: 560.139 ps
NAND-P2_R1077_U212: 1170.885 ps
NAND-P2_R1077_U382: 1149.1038 ps
NOT-P2_R1143_U23: 609.3531 ps
OR-P2_R1143_U196: 655.1546 ps
NAND-P2_R1143_U201: 566.0707 ps
NAND-P2_R1143_U212: 1125.3001 ps
NAND-P2_R1143_U382: 1103.5188 ps
NOT-P2_R1158_U158: 682.5292 ps
NAND-P2_R1158_U422: 692.8601 ps
NOT-P2_R1131_U32: 530.1369 ps
NAND-P2_R1131_U198: 561.9688 ps
NAND-P2_R1131_U371: 1165.4792 ps
NOT-P2_R1161_U23: 609.3531 ps
OR-P2_R1161_U196: 655.1546 ps
NAND-P2_R1161_U201: 566.0707 ps
NAND-P2_R1161_U212: 1125.3001 ps
NAND-P2_R1161_U382: 1103.5188 ps
NAND-P2_U4187: 1305.6384 ps
NAND-P2_U4651: 1317.4998 ps
NAND-P2_U5012: 1337.9999 ps
NAND-P2_U5260: 736.0632 ps
NAND-P2_U5327: 724.7138 ps
NOT-P2_U5520: 1072.776 ps
NAND-P2_U5877: 1087.8887 ps
NOT-P2_R693_U42: 933.9453 ps
NAND-P2_R693_U135: 872.7207 ps
NOT-P2_R1095_U30: 515.4636 ps
NAND-P2_R1095_U210: 565.7285 ps
NAND-P2_R1095_U216: 584.081 ps
NAND-P2_R1095_U237: 1167.6472 ps
NAND-P2_R1095_U375: 1149.8459 ps
NOT-P2_R1200_U30: 500.8694 ps
NAND-P2_R1200_U210: 551.1343 ps
NAND-P2_R1200_U216: 569.4868 ps
NAND-P2_R1200_U237: 1148.9415 ps
NAND-P2_R1200_U375: 1131.1401 ps
NOT-P2_R1179_U30: 587.8094 ps
NAND-P2_R1179_U210: 638.0743 ps
NAND-P2_R1179_U216: 656.4268 ps
NAND-P2_R1179_U237: 1235.8832 ps
NAND-P2_R1179_U375: 1218.0842 ps
NOT-P2_R1110_U19: 1188.9574 ps
NAND-P2_R1110_U22: 556.6057 ps
OR-P2_R1110_U197: 639.0999 ps
OR-P2_R1110_U208: 1216.7045 ps
OR-P2_R1110_U214: 1226.1859 ps
NAND-P2_R1110_U384: 1203.1468 ps
NOT-P2_R1077_U19: 1161.6315 ps
NAND-P2_R1077_U22: 556.6057 ps
OR-P2_R1077_U197: 639.0999 ps
OR-P2_R1077_U208: 1189.3909 ps
OR-P2_R1077_U214: 1198.86 ps
NAND-P2_R1077_U384: 1175.8209 ps
NOT-P2_R1143_U19: 1116.0466 ps
NAND-P2_R1143_U22: 562.5374 ps
OR-P2_R1143_U197: 645.0316 ps
OR-P2_R1143_U208: 1143.8059 ps
OR-P2_R1143_U214: 1153.2751 ps
NAND-P2_R1143_U384: 1130.236 ps
NOT-P2_R1158_U159: 659.0323 ps
NAND-P2_R1158_U425: 670.3328 ps
NOT-P2_R1131_U30: 500.8694 ps
NAND-P2_R1131_U210: 551.1343 ps
NAND-P2_R1131_U216: 569.4868 ps
NAND-P2_R1131_U237: 1148.9415 ps
NAND-P2_R1131_U375: 1131.1401 ps
NOT-P2_R1161_U19: 1116.0466 ps
NAND-P2_R1161_U22: 562.5374 ps
OR-P2_R1161_U197: 645.0316 ps
OR-P2_R1161_U208: 1143.8059 ps
OR-P2_R1161_U214: 1153.2751 ps
NAND-P2_R1161_U384: 1130.236 ps
NAND-P2_U4169: 1345.1385 ps
NAND-P2_U4647: 1360.9146 ps
NAND-P2_U5118: 1380.3283 ps
NAND-P2_U5262: 767.1139 ps
NAND-P2_U5330: 776.8537 ps
NOT-P2_U5513: 1097.4542 ps
NAND-P2_U5886: 1111.4993 ps
NOT-P2_R693_U43: 972.2354 ps
NAND-P2_R693_U136: 912.7611 ps
NOT-P2_R1095_U29: 535.9591 ps
NAND-P2_R1095_U197: 561.3876 ps
NAND-P2_R1095_U378: 1206.3521 ps
NOT-P2_R1200_U29: 521.3649 ps
NAND-P2_R1200_U197: 546.7934 ps
NAND-P2_R1200_U378: 1187.6437 ps
NOT-P2_R1179_U29: 608.305 ps
NAND-P2_R1179_U197: 633.7334 ps
NAND-P2_R1179_U378: 1274.5992 ps
NOT-P2_R1110_U35: 582.2659 ps
OR-P2_R1110_U178: 599.9631 ps
NAND-P2_R1110_U194: 587.1115 ps
NAND-P2_R1110_U226: 1220.3752 ps
NAND-P2_R1110_U389: 1199.6028 ps
NOT-P2_R1077_U35: 582.2659 ps
OR-P2_R1077_U178: 599.9631 ps
NAND-P2_R1077_U194: 587.1115 ps
NAND-P2_R1077_U226: 1193.0615 ps
NAND-P2_R1077_U389: 1172.2891 ps
NOT-P2_R1143_U35: 588.1976 ps
OR-P2_R1143_U178: 605.8948 ps
NAND-P2_R1143_U194: 593.0432 ps
NAND-P2_R1143_U226: 1147.4765 ps
NAND-P2_R1143_U389: 1126.7041 ps
NOT-P2_R1158_U157: 738.7062 ps
NAND-P2_R1158_U419: 749.0372 ps
NOT-P2_R1131_U29: 521.3649 ps
NAND-P2_R1131_U197: 546.7934 ps
NAND-P2_R1131_U378: 1187.6437 ps
NOT-P2_R1161_U35: 588.1976 ps
OR-P2_R1161_U178: 605.8948 ps
NAND-P2_R1161_U194: 593.0432 ps
NAND-P2_R1161_U226: 1147.4765 ps
NAND-P2_R1161_U389: 1126.7041 ps
NAND-P2_U4151: 1375.7046 ps
NAND-P2_U4643: 1391.1505 ps
NAND-P2_U5091: 1416.5855 ps
NAND-P2_U5264: 822.0548 ps
NAND-P2_U5333: 837.971 ps
NOT-P2_U5506: 1168.9551 ps
NAND-P2_U5862: 1183.0902 ps
NOT-P2_R693_U44: 1002.738 ps
NAND-P2_R693_U137: 951.5456 ps
NOT-P2_R1095_U31: 573.0063 ps
NAND-P2_R1095_U215: 610.5427 ps
NAND-P2_R1095_U382: 1237.0901 ps
NOT-P2_R1200_U31: 558.4121 ps
NAND-P2_R1200_U215: 595.9485 ps
NAND-P2_R1200_U382: 1218.3831 ps
NOT-P2_R1179_U31: 645.3521 ps
NAND-P2_R1179_U215: 682.8885 ps
NAND-P2_R1179_U382: 1305.3325 ps
NOT-P2_R1110_U24: 1259.837 ps
NAND-P2_R1110_U34: 585.2191 ps
OR-P2_R1110_U179: 631.1373 ps
OR-P2_R1110_U222: 1280.85 ps
OR-P2_R1110_U228: 1290.578 ps
NAND-P2_R1110_U391: 1273.1718 ps
NOT-P2_R1077_U24: 1232.5092 ps
NAND-P2_R1077_U34: 585.2191 ps
OR-P2_R1077_U179: 631.1373 ps
OR-P2_R1077_U222: 1253.5362 ps
OR-P2_R1077_U228: 1263.2502 ps
NAND-P2_R1077_U391: 1245.844 ps
NOT-P2_R1143_U24: 1186.9243 ps
NAND-P2_R1143_U34: 591.1508 ps
OR-P2_R1143_U179: 637.0689 ps
OR-P2_R1143_U222: 1207.9513 ps
OR-P2_R1143_U228: 1217.6653 ps
NAND-P2_R1143_U391: 1200.2591 ps
NOT-P2_R1158_U152: 800.2019 ps
NAND-P2_R1158_U404: 810.1661 ps
NOT-P2_R1131_U31: 558.4121 ps
NAND-P2_R1131_U215: 595.9485 ps
NAND-P2_R1131_U382: 1218.3831 ps
NOT-P2_R1161_U24: 1186.9243 ps
NAND-P2_R1161_U34: 591.1508 ps
OR-P2_R1161_U179: 637.0689 ps
OR-P2_R1161_U222: 1207.9513 ps
OR-P2_R1161_U228: 1217.6653 ps
NAND-P2_R1161_U391: 1200.2591 ps
NAND-P2_U4133: 1389.5039 ps
NAND-P2_U4639: 1401.6955 ps
NAND-P2_U5199: 1430.9077 ps
NAND-P2_U5270: 872.0905 ps
NAND-P2_U5340: 883.4316 ps
NOT-P2_U5499: 1182.0304 ps
NAND-P2_U5853: 1197.0531 ps
NOT-P2_R693_U45: 1053.466 ps
NAND-P2_R693_U138: 1045.111 ps
NOT-P2_R1095_U40: 631.2871 ps
NAND-P2_R1095_U206: 655.856 ps
NAND-P2_R1095_U386: 1229.9705 ps
NAND-P2_R1095_U388: 1233.5675 ps
NOT-P2_R1200_U40: 616.6929 ps
NAND-P2_R1200_U206: 641.2618 ps
NAND-P2_R1200_U386: 1211.2603 ps
NAND-P2_R1200_U388: 1214.8573 ps
NOT-P2_R1179_U40: 703.633 ps
NAND-P2_R1179_U206: 728.2018 ps
NAND-P2_R1179_U386: 1298.2236 ps
NAND-P2_R1179_U388: 1301.834 ps
NOT-P2_R1110_U32: 1273.2803 ps
OR-P2_R1110_U180: 664.8564 ps
NAND-P2_R1110_U189: 643.5279 ps
NAND-P2_R1110_U220: 1208.4556 ps
NAND-P2_R1110_U231: 1284.555 ps
NAND-P2_R1110_U396: 1287.391 ps
NOT-P2_R1077_U32: 1245.9416 ps
OR-P2_R1077_U180: 664.8564 ps
NAND-P2_R1077_U189: 643.5279 ps
NAND-P2_R1077_U220: 1181.1419 ps
NAND-P2_R1077_U231: 1257.2163 ps
NAND-P2_R1077_U396: 1260.0523 ps
NOT-P2_R1143_U32: 1200.3568 ps
OR-P2_R1143_U180: 670.788 ps
NAND-P2_R1143_U189: 649.4596 ps
NAND-P2_R1143_U220: 1135.5569 ps
NAND-P2_R1143_U231: 1211.6315 ps
NAND-P2_R1143_U396: 1214.4675 ps
NOT-P2_R1158_U155: 711.5836 ps
NAND-P2_R1158_U413: 722.0445 ps
NOT-P2_R1131_U40: 616.6929 ps
NAND-P2_R1131_U206: 641.2618 ps
NAND-P2_R1131_U386: 1211.2603 ps
NAND-P2_R1131_U388: 1214.8573 ps
NOT-P2_R1161_U32: 1200.3568 ps
OR-P2_R1161_U180: 670.788 ps
NAND-P2_R1161_U189: 649.4596 ps
NAND-P2_R1161_U220: 1135.5569 ps
NAND-P2_R1161_U231: 1211.6315 ps
NAND-P2_R1161_U396: 1214.4675 ps
NAND-P2_U4612: 827.55 ps
NAND-P2_U4748: 846.8844 ps
NAND-P2_U5266: 480.759 ps
NAND-P2_U5337: 478.3357 ps
NAND-P2_U5840: 607.6973 ps
NOT-P2_R693_U73: 504.7436 ps
NAND-P2_R693_U190: 648.5536 ps
NAND-P2_U5842: 607.6973 ps
NAND-P2_U4610: 836.7216 ps
NAND-P2_U4746: 856.219 ps
NAND-P2_U5268: 561.5628 ps
NAND-P2_U5339: 549.8386 ps
NAND-P2_U5927: 660.442 ps
NOT-P2_R693_U106: 532.3109 ps
NAND-P2_U5929: 660.442 ps
NAND-P2_U4115: 1409.0963 ps
NAND-P2_U4635: 1423.0802 ps
NAND-P2_U5030: 1450.2122 ps
NAND-P2_U5292: 892.8424 ps
NAND-P2_U5373: 882.5267 ps
NOT-P2_U5492: 1161.0133 ps
NAND-P2_U5883: 1175.5472 ps
NOT-P2_R693_U47: 1072.8019 ps
NAND-P2_R693_U140: 1043.6171 ps
NOT-P2_R1095_U37: 607.2577 ps
NAND-P2_R1095_U196: 645.6779 ps
NAND-P2_R1095_U391: 1270.8021 ps
NOT-P2_R1200_U37: 592.6635 ps
NAND-P2_R1200_U196: 631.0837 ps
NAND-P2_R1200_U391: 1252.0929 ps
NOT-P2_R1179_U37: 679.6035 ps
NAND-P2_R1179_U196: 718.0237 ps
NAND-P2_R1179_U391: 1339.0593 ps
NOT-P2_R1110_U27: 1276.4642 ps
OR-P2_R1110_U181: 676.5155 ps
NAND-P2_R1110_U187: 662.8323 ps
NAND-P2_R1110_U216: 1214.9193 ps
NAND-P2_R1110_U234: 1284.5495 ps
NAND-P2_R1110_U401: 1284.2621 ps
NOT-P2_R1077_U27: 1249.1526 ps
OR-P2_R1077_U181: 676.5155 ps
NAND-P2_R1077_U187: 662.8323 ps
NAND-P2_R1077_U216: 1187.6056 ps
NAND-P2_R1077_U234: 1257.238 ps
NAND-P2_R1077_U401: 1256.9506 ps
NOT-P2_R1143_U27: 1203.5671 ps
OR-P2_R1143_U181: 682.4472 ps
NAND-P2_R1143_U187: 668.764 ps
NAND-P2_R1143_U216: 1142.0206 ps
NAND-P2_R1143_U234: 1211.6524 ps
NAND-P2_R1143_U401: 1211.365 ps
NOT-P2_R1158_U156: 723.884 ps
NAND-P2_R1158_U416: 735.0035 ps
NOT-P2_R1131_U37: 592.6635 ps
NAND-P2_R1131_U196: 631.0837 ps
NAND-P2_R1131_U391: 1252.0929 ps
NOT-P2_R1161_U27: 1203.5671 ps
OR-P2_R1161_U181: 682.4472 ps
NAND-P2_R1161_U187: 668.764 ps
NAND-P2_R1161_U216: 1142.0206 ps
NAND-P2_R1161_U234: 1211.6524 ps
NAND-P2_R1161_U401: 1211.365 ps
NAND-P2_U4603: 730.6069 ps
NAND-P2_U4742: 749.0567 ps
NAND-P2_U5272: 437.6135 ps
NAND-P2_U5344: 445.5798 ps
NAND-P2_U5843: 574.8436 ps
NOT-P2_R693_U16: 508.5829 ps
NAND-P2_R693_U109: 445.8665 ps
NAND-P2_R693_U191: 536.5719 ps
NOT-P2_R1095_U163: 436.1415 ps
NAND-P2_R1095_U395: 497.8184 ps
NAND-P2_R1095_U398: 462.6434 ps
NOT-P2_R1200_U163: 468.9532 ps
NAND-P2_R1200_U395: 530.63 ps
NAND-P2_R1200_U398: 495.455 ps
NOT-P2_R1179_U163: 534.6951 ps
NAND-P2_R1179_U395: 596.3719 ps
NAND-P2_R1179_U398: 561.197 ps
NOT-P2_R1110_U147: 530.5015 ps
NAND-P2_R1110_U403: 557.0173 ps
NAND-P2_R1110_U405: 567.2279 ps
NOT-P2_R1077_U147: 530.5015 ps
NAND-P2_R1077_U403: 557.0173 ps
NAND-P2_R1077_U405: 567.2279 ps
NOT-P2_R1143_U147: 536.4332 ps
NAND-P2_R1143_U403: 562.9489 ps
NAND-P2_R1143_U405: 573.1596 ps
NOT-P2_R1131_U163: 468.9532 ps
NAND-P2_R1131_U395: 530.63 ps
NAND-P2_R1131_U398: 495.455 ps
NOT-P2_R1161_U147: 536.4332 ps
NAND-P2_R1161_U403: 562.9489 ps
NAND-P2_R1161_U405: 573.1596 ps
NAND-P2_U5845: 574.8436 ps
NAND-P2_U4583: 686.4397 ps
NAND-P2_U4739: 700.3562 ps
NAND-P2_U5181: 720.286 ps
NAND-P2_U5274: 371.5127 ps
NAND-P2_U5347: 379.6797 ps
NAND-P2_U5837: 508.1767 ps
NOT-P2_R693_U18: 488.813 ps
NAND-P2_R693_U111: 421.6915 ps
NOT-P2_R1095_U51: 430.8102 ps
NAND-P2_R1095_U303: 534.1494 ps
NAND-P2_R1095_U401: 465.6528 ps
NAND-P2_R1095_U402: 537.7072 ps
NOT-P2_R1200_U51: 463.6219 ps
NAND-P2_R1200_U303: 566.961 ps
NAND-P2_R1200_U401: 498.4645 ps
NAND-P2_R1200_U402: 519.0019 ps
NOT-P2_R1179_U51: 529.3638 ps
NAND-P2_R1179_U303: 632.6837 ps
NAND-P2_R1179_U401: 564.2064 ps
NAND-P2_R1179_U402: 605.9419 ps
NOT-P2_R1110_U88: 545.9165 ps
NAND-P2_R1110_U304: 455.5912 ps
NAND-P2_R1110_U364: 506.1753 ps
NAND-P2_R1110_U410: 575.4895 ps
